Frame Number,Player Coordinates,Resp Team,Ball Coordinates,Distance
219,"[136.69142026211117, 508.17267083184737]",0,"[41.582612076841436, 444.10919564462534]",114.6726394894887
219,"[154.98967536585445, 432.2650735778772]",1,"[41.582612076841436, 444.10919564462534]",114.02388009259391
219,"[91.41477499458134, 433.39133624155676]",0,"[41.582612076841436, 444.10919564462534]",50.97172717540693
219,"[127.72383992123557, 112.49674002201903]",1,"[41.582612076841436, 444.10919564462534]",342.6180553598932
219,"[88.8089162985273, 455.48732644797366]",0,"[41.582612076841436, 444.10919564462534]",48.57762520973341
219,"[127.53853865445939, 291.78501042334324]",0,"[41.582612076841436, 444.10919564462534]",174.90305519671264
219,"[75.79016798799665, 427.0810363778486]",1,"[41.582612076841436, 444.10919564462534]",38.21145233342388
219,"[66.64700212646456, 426.3313738620079]",0,"[41.582612076841436, 444.10919564462534]",30.729051334106508
219,"[43.36310386697144, 308.7057750971445]",0,"[41.582612076841436, 444.10919564462534]",135.4151263595492
219,"[148.206829478033, 452.0181063021808]",0,"[41.582612076841436, 444.10919564462534]",106.91713896380578
219,"[95.81929678475008, 336.78243265891757]",1,"[41.582612076841436, 444.10919564462534]",120.25245120618284
219,"[176.632586757396, 274.75948785024855]",1,"[41.582612076841436, 444.10919564462534]",216.6052150601625
219,"[164.02007556720446, 352.8368462460063]",0,"[41.582612076841436, 444.10919564462534]",152.71402761599072
219,"[139.49786715426083, 403.99539299835624]",0,"[41.582612076841436, 444.10919564462534]",105.81358296371943
219,"[141.539838847336, 434.98924323553774]",1,"[41.582612076841436, 444.10919564462534]",100.37241013143054
219,"[163.36984293418257, 438.2360596847943]",1,"[41.582612076841436, 444.10919564462534]",121.92876332474617
219,"[162.57910264856199, 445.53429116334235]",0,"[41.582612076841436, 444.10919564462534]",121.00488266144441
220,"[143.3878408097709, 341.92848425067143]",1,"[41.582612076841436, 444.10919564462534]",144.24008589271773
220,"[37.331277288335805, 441.43871377309085]",1,"[41.582612076841436, 444.10919564462534]",5.020490106568539
220,"[136.72092375613892, 508.18807520922326]",0,"[41.582612076841436, 444.10919564462534]",114.70571544365781
220,"[154.98162370483416, 432.2465677773748]",1,"[41.582612076841436, 444.10919564462534]",114.01779588346066
220,"[91.42640545981176, 433.4639163652126]",0,"[41.582612076841436, 444.10919564462534]",50.967889006127486
220,"[127.70327484318416, 112.4833719034373]",1,"[41.582612076841436, 444.10919564462534]",342.62582437308436
220,"[75.72265849185494, 427.17638428907264]",1,"[41.582612076841436, 444.10919564462534]",38.108566879666455
220,"[127.53294141093015, 291.64320368364764]",0,"[41.582612076841436, 444.10919564462534]",175.02382071387663
220,"[88.831577685336, 455.6155323976827]",0,"[41.582612076841436, 444.10919564462534]",48.629831755286396
220,"[43.537099655513686, 309.69904173998196]",0,"[41.582612076841436, 444.10919564462534]",134.4243634701876
220,"[66.61855456889806, 426.2281504260175]",0,"[41.582612076841436, 444.10919564462534]",30.765730847413074
220,"[95.82630146349348, 336.86129157632433]",1,"[41.582612076841436, 444.10919564462534]",120.1852352217987
220,"[148.22190822503833, 452.03565261651977]",0,"[41.582612076841436, 444.10919564462534]",106.93347559632642
220,"[176.635755601891, 274.88115853393487]",1,"[41.582612076841436, 444.10919564462534]",216.5120784629229
220,"[164.03814721651662, 352.87750067118463]",0,"[41.582612076841436, 444.10919564462534]",152.70422474205208
220,"[139.49541703710997, 404.0468327958322]",0,"[41.582612076841436, 444.10919564462534]",105.79182526176562
220,"[141.5389689219964, 435.00515162615636]",1,"[41.582612076841436, 444.10919564462534]",100.37009958770679
220,"[163.36114639412324, 438.5493286801981]",1,"[41.582612076841436, 444.10919564462534]",121.90538766243071
220,"[162.57833120163744, 445.6602342856309]",0,"[41.582612076841436, 444.10919564462534]",121.00566006345497
221,"[76.49894031343888, 427.3658505426337]",1,"[41.582612076841436, 444.10919564462534]",38.72324344279801
221,"[66.48405554776991, 427.2582765130465]",0,"[41.582612076841436, 444.10919564462534]",30.067180820869396
221,"[136.65315651256745, 508.40255368354497]",0,"[41.582612076841436, 444.10919564462534]",114.76952691035224
221,"[91.58555216852102, 433.7089829044324]",0,"[41.582612076841436, 444.10919564462534]",51.07306964392653
221,"[154.94979398533212, 432.21375333482666]",1,"[41.582612076841436, 444.10919564462534]",113.98955865174041
221,"[38.084923432612555, 441.876500950568]",1,"[41.582612076841436, 444.10919564462534]",4.149548342752427
221,"[127.72938444583481, 113.54619509053796]",1,"[41.582612076841436, 444.10919564462534]",341.6038110515114
221,"[176.43875707241176, 274.94884303394156]",1,"[41.582612076841436, 444.10919564462534]",216.33632320633805
221,"[139.47200793694077, 405.0497244648246]",0,"[41.582612076841436, 444.10919564462534]",105.39438367721935
221,"[127.46222784743452, 292.38677772060754]",0,"[41.582612076841436, 444.10919564462534]",174.34162011870552
221,"[88.95269046940992, 456.50440374906356]",0,"[41.582612076841436, 444.10919564462534]",48.96494165084253
221,"[95.97014311474246, 338.22989558717256]",1,"[41.582612076841436, 444.10919564462534]",119.03121318820021
221,"[43.78525089494655, 311.212579803589]",0,"[41.582612076841436, 444.10919564462534]",132.91486794096068
221,"[163.81925524084912, 352.858534234529]",0,"[41.582612076841436, 444.10919564462534]",152.54009354849956
221,"[143.26910819090176, 342.2516596096979]",1,"[41.582612076841436, 444.10919564462534]",143.9274162175551
221,"[148.21669695179332, 452.51415878032424]",0,"[41.582612076841436, 444.10919564462534]",106.96481413264318
221,"[141.41478783958834, 435.8338098080006]",1,"[41.582612076841436, 444.10919564462534]",100.1745742604829
221,"[128.91366047996806, 449.9483778786419]",0,"[41.582612076841436, 444.10919564462534]",87.52604220659872
221,"[162.524805279336, 445.50438222822334]",0,"[41.582612076841436, 444.10919564462534]",120.95024035624144
222,"[77.14982087581265, 426.82272308104723]",1,"[41.582612076841436, 444.10919564462534]",39.54552408858624
222,"[136.57072919049833, 508.4933605906781]",0,"[41.582612076841436, 444.10919564462534]",114.75218119320576
222,"[38.759929311922534, 441.7594221365904]",1,"[41.582612076841436, 444.10919564462534]",3.6727337952039383
222,"[91.76117238020993, 433.6131776476032]",0,"[41.582612076841436, 444.10919564462534]",51.26455215753475
222,"[89.10854669789967, 457.1217915226871]",0,"[41.582612076841436, 444.10919564462534]",49.27516730657392
222,"[176.3188389687688, 275.02486181464735]",1,"[41.582612076841436, 444.10919564462534]",216.202134087063
222,"[127.73705559844953, 115.15214628399367]",1,"[41.582612076841436, 444.10919564462534]",340.05194965265383
222,"[154.87626941556894, 432.37043569672534]",1,"[41.582612076841436, 444.10919564462534]",113.90018120397977
222,"[127.38652284234179, 292.53264986290657]",0,"[41.582612076841436, 444.10919564462534]",174.17738180880843
222,"[96.04373234000745, 338.57448278762223]",1,"[41.582612076841436, 444.10919564462534]",118.75853332762716
222,"[163.68327824245063, 352.89529472197506]",0,"[41.582612076841436, 444.10919564462534]",152.40914801813113
222,"[139.50653019441148, 407.40667840751837]",0,"[41.582612076841436, 444.10919564462534]",104.57613738820487
222,"[66.27793904180233, 427.57231347713173]",0,"[41.582612076841436, 444.10919564462534]",29.72082848320169
222,"[148.15395899620324, 452.42372393564307]",0,"[41.582612076841436, 444.10919564462534]",106.8951980442017
222,"[143.27673323359946, 343.00761021451865]",1,"[41.582612076841436, 444.10919564462534]",143.39883142594482
222,"[43.74338259667844, 311.364437214148]",0,"[41.582612076841436, 444.10919564462534]",132.76234338096472
222,"[141.42748963566098, 437.21299445224645]",1,"[41.582612076841436, 444.10919564462534]",100.08275158897979
222,"[129.00858665119364, 452.25735227012956]",0,"[41.582612076841436, 444.10919564462534]",87.8048602679204
223,"[77.44691489449276, 426.4356292962705]",1,"[41.582612076841436, 444.10919564462534]",39.98253573831821
223,"[136.52073284594985, 508.436867710125]",0,"[41.582612076841436, 444.10919564462534]",114.67910083592511
223,"[91.861134107524, 433.75256204726315]",0,"[41.582612076841436, 444.10919564462534]",51.33409819077221
223,"[89.17540199463708, 457.2355378824931]",0,"[41.582612076841436, 444.10919564462534]",49.36977326973521
223,"[39.38355923434161, 442.1115996495732]",1,"[41.582612076841436, 444.10919564462534]",2.970896020320302
223,"[176.21583782642816, 275.3511475825801]",1,"[41.582612076841436, 444.10919564462534]",215.88280214378068
223,"[127.75917020793952, 115.61051835656991]",1,"[41.582612076841436, 444.10919564462534]",339.6141636494634
223,"[139.51466750630297, 407.78259266077714]",0,"[41.582612076841436, 444.10919564462534]",104.45242728144358
223,"[96.05591805358121, 338.7476220058772]",1,"[41.582612076841436, 444.10919564462534]",118.61029577430816
223,"[163.52139504963048, 352.77439597055326]",0,"[41.582612076841436, 444.10919564462534]",152.3519360703625
223,"[143.2058859928014, 343.977928697746]",1,"[41.582612076841436, 444.10919564462534]",142.6659049029776
223,"[127.20984767095212, 292.3084404790691]",0,"[41.582612076841436, 444.10919564462534]",174.28566419623414
223,"[154.8340300816855, 432.69027553747844]",1,"[41.582612076841436, 444.10919564462534]",113.82563602511223
223,"[148.11824894292045, 452.3390577548983]",0,"[41.582612076841436, 444.10919564462534]",106.85304185101687
223,"[43.77032971028455, 311.5912642229431]",0,"[41.582612076841436, 444.10919564462534]",132.53598853415383
223,"[141.29916243178857, 437.01387025489015]",1,"[41.582612076841436, 444.10919564462534]",99.96866537609138
223,"[66.05793652798084, 427.5914376148309]",0,"[41.582612076841436, 444.10919564462534]",29.5275775728281
223,"[130.15956629099662, 265.84501439086114]",1,"[41.582612076841436, 444.10919564462534]",199.0577683385691
223,"[128.97466181273268, 452.5201796668456]",0,"[41.582612076841436, 444.10919564462534]",87.7958712540774
223,"[162.33978326905125, 447.4037760665238]",1,"[41.582612076841436, 444.10919564462534]",120.8021053396878
224,"[78.0166996276953, 426.77571740408104]",1,"[41.582612076841436, 444.10919564462534]",40.34714616399415
224,"[136.46765000525002, 508.39786238928406]",0,"[41.582612076841436, 444.10919564462534]",114.61327625751444
224,"[89.1055946493022, 457.3099545315985]",0,"[41.582612076841436, 444.10919564462534]",49.32234694106122
224,"[91.89334416857497, 433.7361746899355]",0,"[41.582612076841436, 444.10919564462534]",51.36895295149221
224,"[176.10445676178736, 275.5562359993202]",1,"[41.582612076841436, 444.10919564462534]",215.65302432990032
224,"[127.75478315464188, 115.6457673090684]",1,"[41.582612076841436, 444.10919564462534]",339.578955211022
224,"[163.43478464331957, 352.96545614547244]",0,"[41.582612076841436, 444.10919564462534]",152.16810838365643
224,"[96.04740741761498, 338.79388590477424]",1,"[41.582612076841436, 444.10919564462534]",118.56529170509017
224,"[143.15757474047345, 344.58218212394405]",1,"[41.582612076841436, 444.10919564462534]",142.20794443512682
224,"[139.4982073512659, 408.1494852807965]",0,"[41.582612076841436, 444.10919564462534]",104.30994471954894
224,"[127.07300046856118, 292.44294161772325]",0,"[41.582612076841436, 444.10919564462534]",174.10128982267733
224,"[130.07985702298876, 266.81317765921267]",1,"[41.582612076841436, 444.10919564462534]",198.1555963291024
224,"[65.92550435292696, 428.0085123352023]",0,"[41.582612076841436, 444.10919564462534]",29.18575692688882
224,"[43.53064194769991, 310.9706868586671]",0,"[41.582612076841436, 444.10919564462534]",133.15275942362757
224,"[141.21395385106396, 436.94183474229106]",1,"[41.582612076841436, 444.10919564462534]",99.8888148194594
224,"[128.92987852869012, 452.5173925375548]",0,"[41.582612076841436, 444.10919564462534]",87.75102695467741
224,"[148.01046697932512, 452.15930844539776]",0,"[41.582612076841436, 444.10919564462534]",106.73187253697596
224,"[154.8128010317618, 432.9284689033755]",1,"[41.582612076841436, 444.10919564462534]",113.78086104978057
224,"[40.00807497148349, 443.6615847451213]",1,"[41.582612076841436, 444.10919564462534]",1.6369247427734201
224,"[162.28700711783907, 447.93783897399044]",1,"[41.582612076841436, 444.10919564462534]",120.76510047177001
225,"[78.70947701889334, 427.41917047613816]",1,"[45.6177277677169, 448.4097263860979]",39.187591223649875
225,"[89.10111573929514, 457.2423998208859]",0,"[45.6177277677169, 448.4097263860979]",44.37140012995314
225,"[136.40860714399633, 508.41118437986523]",0,"[45.6177277677169, 448.4097263860979]",108.82627779767142
225,"[176.04624829823015, 276.7343592001547]",1,"[45.6177277677169, 448.4097263860979]",215.6015553427362
225,"[143.0609717811574, 344.733927485474]",1,"[45.6177277677169, 448.4097263860979]",142.28090905509956
225,"[127.76626946950584, 115.92969839817522]",1,"[45.6177277677169, 448.4097263860979]",342.4782502796059
225,"[163.336611397683, 353.3076487735634]",0,"[45.6177277677169, 448.4097263860979]",151.33453250764026
225,"[96.05304489567492, 338.83803067535297]",1,"[45.6177277677169, 448.4097263860979]",120.62204489530829
225,"[129.87864236564766, 267.54705153179157]",1,"[45.6177277677169, 448.4097263860979]",199.52746398512238
225,"[126.9469113774857, 292.7812855671195]",0,"[45.6177277677169, 448.4097263860979]",175.59797179460173
225,"[43.44011060709238, 310.83440835864224]",0,"[45.6177277677169, 448.4097263860979]",137.59255120410336
225,"[139.4055822378066, 407.93618827245217]",0,"[45.6177277677169, 448.4097263860979]",102.14826936145056
225,"[141.10139248490563, 436.85193148701455]",1,"[45.6177277677169, 448.4097263860979]",96.18062617156217
225,"[91.92020152024863, 433.7119318203736]",0,"[45.6177277677169, 448.4097263860979]",48.57925730906272
225,"[128.89015775685348, 452.5404265437753]",0,"[45.6177277677169, 448.4097263860979]",83.37481802132038
225,"[66.07992807377474, 430.4839283658825]",0,"[45.6177277677169, 448.4097263860979]",27.20360042396578
225,"[147.91579723960677, 452.17748328648685]",0,"[45.6177277677169, 448.4097263860979]",102.36743139170795
225,"[154.79167627066525, 433.4941426212938]",1,"[45.6177277677169, 448.4097263860979]",110.18813761367103
225,"[40.493165320953864, 444.38569158349134]",1,"[45.6177277677169, 448.4097263860979]",6.515673132022706
225,"[162.10515986879358, 449.35471771203123]",0,"[45.6177277677169, 448.4097263860979]",116.49126510648358
225,"[82.59988572485238, 272.08339270262707]",1,"[45.6177277677169, 448.4097263860979]",180.1628595394212
225,"[160.8536512422063, 436.99774637732753]",1,"[45.6177277677169, 448.4097263860979]",115.79961721326609
226,"[78.70608274127213, 427.4091048062354]",1,"[45.61767884594139, 448.4105357782987]",39.19059294288462
226,"[89.10162882031348, 457.2487115082027]",0,"[45.61767884594139, 448.4105357782987]",44.37304649904442
226,"[136.40836618832552, 508.4212034606551]",0,"[45.61767884594139, 448.4105357782987]",108.83119563702662
226,"[176.04629371687312, 276.73567581256094]",1,"[45.61767884594139, 448.4105357782987]",215.60120853419517
226,"[143.0623886159588, 344.7342015598112]",1,"[45.61767884594139, 448.4105357782987]",142.28230297245844
226,"[127.76858467611571, 115.70412164649015]",1,"[45.61767884594139, 448.4105357782987]",342.69859838225875
226,"[163.34653356732068, 353.2778748232632]",0,"[45.61767884594139, 448.4105357782987]",151.36150902522533
226,"[96.05566130067287, 338.8463943737984]",1,"[45.61767884594139, 448.4105357782987]",120.61629722309148
226,"[129.8786720874736, 267.5471285307801]",1,"[45.61767884594139, 448.4105357782987]",199.52816107815784
226,"[126.9434443036251, 292.7648814726971]",0,"[45.61767884594139, 448.4105357782987]",175.61164491996828
226,"[139.39672212143154, 407.95132121881494]",0,"[45.61767884594139, 448.4105357782987]",102.13450445582335
226,"[141.1026760540736, 436.8546532491917]",1,"[45.61767884594139, 448.4105357782987]",96.1817192238917
226,"[43.42313455027367, 310.73179707419615]",0,"[45.61767884594139, 448.4105357782987]",137.69622767461058
226,"[128.8897098747031, 452.5924951647648]",0,"[45.61767884594139, 448.4105357782987]",83.37697485496284
226,"[91.92447085984158, 433.7634529823024]",0,"[45.61767884594139, 448.4105357782987]",48.56805556177209
226,"[66.07721594300932, 430.47390017965705]",0,"[45.61767884594139, 448.4105357782987]",27.20874041231527
226,"[147.91413390861402, 452.146274471825]",0,"[45.61767884594139, 448.4105357782987]",102.36464458970056
226,"[154.79045881151967, 433.4947776847272]",1,"[45.61767884594139, 448.4105357782987]",110.18700343016192
226,"[40.49292438339918, 444.3846911870926]",1,"[45.61767884594139, 448.4105357782987]",6.516941995590411
226,"[162.1015372308766, 449.36223311979677]",0,"[45.61767884594139, 448.4105357782987]",116.48774610263285
226,"[160.85060088984505, 437.02727978764983]",1,"[45.61767884594139, 448.4105357782987]",115.79380311452347
226,"[82.5867386458917, 271.9535253049323]",1,"[45.61767884594139, 448.4105357782987]",180.28806928826444
227,"[79.52772751783854, 428.01806432511927]",1,"[46.098694937341826, 449.2824778590526]",39.61913050800129
227,"[88.9931076252346, 457.1309813514486]",0,"[46.098694937341826, 449.2824778590526]",43.60653215871916
227,"[43.37587299442968, 311.08024340174205]",0,"[46.098694937341826, 449.2824778590526]",138.22905399490458
227,"[175.99033342640828, 277.43714788856164]",1,"[46.098694937341826, 449.2824778590526]",215.4127553838009
227,"[143.03344248726393, 345.36731023230425]",1,"[46.098694937341826, 449.2824778590526]",142.10808332203464
227,"[141.02048895095783, 437.3168999183187]",1,"[46.098694937341826, 449.2824778590526]",95.67299532375436
227,"[127.79819579269817, 116.05585836660457]",1,"[46.098694937341826, 449.2824778590526]",343.0958880231285
227,"[136.26929375464655, 508.48061000485444]",0,"[46.098694937341826, 449.2824778590526]",107.8663791022167
227,"[163.22756886129662, 353.7906227895733]",0,"[46.098694937341826, 449.2824778590526]",151.12202847799568
227,"[66.17144701598427, 432.6176233062234]",0,"[46.098694937341826, 449.2824778590526]",26.0889392900056
227,"[96.08984080483867, 339.129235376536]",1,"[46.098694937341826, 449.2824778590526]",120.96632380360022
227,"[128.81565507530368, 452.88036737417184]",0,"[46.098694937341826, 449.2824778590526]",82.79517077359147
227,"[139.28745103739098, 407.9125198137303]",0,"[46.098694937341826, 449.2824778590526]",101.95890197597352
227,"[129.82802706622513, 268.8346676273068]",1,"[46.098694937341826, 449.2824778590526]",198.92715570323975
227,"[126.83975940690819, 293.00091884580456]",0,"[46.098694937341826, 449.2824778590526]",175.90635343639525
227,"[147.8973548213515, 452.69577740559345]",0,"[46.098694937341826, 449.2824778590526]",101.85586761681772
227,"[154.79247336550185, 434.34105378618887]",1,"[46.098694937341826, 449.2824778590526]",109.71592237371519
227,"[82.3766291618725, 271.97282881962997]",1,"[46.098694937341826, 449.2824778590526]",180.9828725434609
227,"[41.065001792110465, 445.50825540135247]",1,"[46.098694937341826, 449.2824778590526]",6.291488046603708
227,"[92.33799871921529, 436.15282065192855]",0,"[46.098694937341826, 449.2824778590526]",48.067256137717735
227,"[161.92569393264029, 449.2141717299266]",0,"[46.098694937341826, 449.2824778590526]",115.82701913622807
228,"[43.34643398719546, 311.6229167617032]",0,"[46.098694937341826, 449.2824778590526]",137.68707165835352
228,"[89.0197786909856, 457.6916908653681]",0,"[46.098694937341826, 449.2824778590526]",43.73710431627693
228,"[66.21007552337896, 434.0263752642004]",0,"[46.098694937341826, 449.2824778590526]",25.243143533662526
228,"[147.94127932871353, 453.7935634824896]",0,"[46.098694937341826, 449.2824778590526]",101.94244400158183
228,"[143.01177402350174, 345.79295133867976]",1,"[46.098694937341826, 449.2824778590526]",141.78232258420385
228,"[175.96474654416025, 277.6467951589665]",1,"[46.098694937341826, 449.2824778590526]",215.2301069457279
228,"[139.2638119519538, 408.9122793987219]",0,"[46.098694937341826, 449.2824778590526]",101.53566837359584
228,"[163.10729142500793, 354.03819813165876]",0,"[46.098694937341826, 449.2824778590526]",150.87241123811708
228,"[141.00643144408298, 439.7948842370162]",1,"[46.098694937341826, 449.2824778590526]",95.38077836529702
228,"[96.20002622458668, 340.1785991723097]",1,"[46.098694937341826, 449.2824778590526]",120.05748515292903
228,"[127.80160858118555, 116.05409204999695]",1,"[46.098694937341826, 449.2824778590526]",343.09841621144545
228,"[82.15682450059073, 272.2312094606714]",1,"[46.098694937341826, 449.2824778590526]",180.68575026569107
228,"[136.22629910400445, 508.4319613211209]",0,"[46.098694937341826, 449.2824778590526]",107.80374031846999
228,"[128.76687442497706, 452.79314441810203]",0,"[46.098694937341826, 449.2824778590526]",82.7426895833626
228,"[129.7315197253527, 270.5085257399674]",1,"[46.098694937341826, 449.2824778590526]",197.36913471538324
228,"[126.86734808180184, 294.6875138950866]",0,"[46.098694937341826, 449.2824778590526]",174.4224131635325
228,"[80.37742284574739, 428.75119096692896]",1,"[46.098694937341826, 449.2824778590526]",39.95703853472116
228,"[41.73907115398394, 446.5954644569051]",1,"[46.098694937341826, 449.2824778590526]",5.121167889821615
228,"[92.63898482262816, 437.8359252683117]",0,"[46.098694937341826, 449.2824778590526]",47.927258932877464
228,"[154.7509445261496, 434.5657407405918]",1,"[46.098694937341826, 449.2824778590526]",109.64439653772763
228,"[161.8121948273806, 449.29653862584723]",0,"[46.098694937341826, 449.2824778590526]",115.71350074432614
229,"[43.2142800757291, 311.72225890504166]",0,"[46.098694937341826, 449.2824778590526]",137.59045638331654
229,"[140.93800093979127, 441.82292377671575]",1,"[46.098694937341826, 449.2824778590526]",95.1322180448535
229,"[89.15650957304193, 458.68855346765827]",0,"[46.098694937341826, 449.2824778590526]",44.073230645791284
229,"[66.00031899156619, 435.05790052994655]",0,"[46.098694937341826, 449.2824778590526]",24.462486386044247
229,"[147.90695113415242, 454.45757626358494]",0,"[46.098694937341826, 449.2824778590526]",101.93970116363896
229,"[143.01647252672583, 345.87426338772923]",1,"[46.098694937341826, 449.2824778590526]",141.72619529576218
229,"[81.90272353566476, 272.67622096981336]",1,"[46.098694937341826, 449.2824778590526]",180.19905226248414
229,"[163.0527603674217, 354.6389015625719]",0,"[46.098694937341826, 449.2824778590526]",150.45152028082393
229,"[175.88594020148025, 277.8671367193029]",1,"[46.098694937341826, 449.2824778590526]",215.00685619605343
229,"[96.2442570145205, 340.58297737016284]",1,"[46.098694937341826, 449.2824778590526]",119.70864130283297
229,"[127.79023516344154, 116.39860906726017]",1,"[46.098694937341826, 449.2824778590526]",342.7611090049508
229,"[136.1885049138885, 508.45340362107993]",0,"[46.098694937341826, 449.2824778590526]",107.78391492771839
229,"[139.41774232219842, 411.6335808490303]",0,"[46.098694937341826, 449.2824778590526]",100.6274517757872
229,"[129.57754729712542, 270.50530148005936]",1,"[46.098694937341826, 449.2824778590526]",197.30686147560152
229,"[128.76242683890234, 452.9987412045812]",0,"[46.098694937341826, 449.2824778590526]",82.74722463712237
229,"[126.85266071938575, 295.14725630392996]",0,"[46.098694937341826, 449.2824778590526]",174.00824553271684
229,"[81.46207225696827, 429.07506838759747]",1,"[46.098694937341826, 449.2824778590526]",40.7296925227447
229,"[42.256039200817646, 446.68340261601037]",1,"[46.098694937341826, 449.2824778590526]",4.639094225000966
229,"[92.80323779385418, 438.6262119894978]",0,"[46.098694937341826, 449.2824778590526]",47.904804829144624
229,"[154.591331369347, 435.16667518624047]",1,"[46.098694937341826, 449.2824778590526]",109.40707493149162
229,"[161.6979477698079, 449.34792020243316]",0,"[46.098694937341826, 449.2824778590526]",115.59927135637457
230,"[43.071546396902, 311.7651748903116]",0,"[46.098694937341826, 449.2824778590526]",137.5506170254514
230,"[140.8479251075444, 442.8857030980664]",1,"[46.098694937341826, 449.2824778590526]",94.96491639120636
230,"[89.23767494887193, 459.4367224228341]",0,"[46.098694937341826, 449.2824778590526]",44.317945339289814
230,"[65.72022069531431, 435.6572955780368]",0,"[46.098694937341826, 449.2824778590526]",23.88827882585277
230,"[147.92488859763043, 455.0891364001985]",0,"[46.098694937341826, 449.2824778590526]",101.99162219886523
230,"[163.00731546001506, 355.61339560248496]",0,"[46.098694937341826, 449.2824778590526]",149.8049482604031
230,"[82.17635352551919, 429.16973522893426]",1,"[46.098694937341826, 449.2824778590526]",41.30520385266811
230,"[143.0088196767538, 345.91732803309674]",1,"[46.098694937341826, 449.2824778590526]",141.68954257654548
230,"[81.57862891428847, 272.48261393770156]",1,"[46.098694937341826, 449.2824778590526]",180.32475592002544
230,"[96.29596743456467, 341.01827551092754]",1,"[46.098694937341826, 449.2824778590526]",119.33525747337296
230,"[139.38069506671394, 413.9550592370726]",0,"[46.098694937341826, 449.2824778590526]",99.74747141972472
230,"[128.7932591097817, 453.6939892376844]",0,"[46.098694937341826, 449.2824778590526]",82.81215113927166
230,"[127.78665112888383, 116.62898843035923]",1,"[46.098694937341826, 449.2824778590526]",342.5365180763025
230,"[175.8476124316558, 278.53387788366166]",1,"[46.098694937341826, 449.2824778590526]",214.45247954850598
230,"[136.1432110267206, 508.4619527236673]",0,"[46.098694937341826, 449.2824778590526]",107.75075462854983
230,"[129.35991477677302, 270.54006831473407]",1,"[46.098694937341826, 449.2824778590526]",197.18336567484334
230,"[42.57915686930696, 446.8906597721093]",1,"[46.098694937341826, 449.2824778590526]",4.255342756274254
230,"[126.8328337760861, 296.1275601327866]",0,"[46.098694937341826, 449.2824778590526]",173.13125078325103
230,"[154.49745711115472, 435.67311262396026]",1,"[46.098694937341826, 449.2824778590526]",109.2497435370765
230,"[92.93212751702356, 438.9326108771316]",0,"[46.098694937341826, 449.2824778590526]",47.96342516688162
230,"[161.60395187711907, 450.2795652413476]",0,"[46.098694937341826, 449.2824778590526]",115.50956048731157
231,"[43.05469488939442, 312.026847381321]",0,"[46.098694937341826, 449.2824778590526]",137.2893806313202
231,"[89.2702298291235, 460.2136808335028]",0,"[46.098694937341826, 449.2824778590526]",44.533949110548804
231,"[140.72675664216086, 443.96392325895863]",1,"[46.098694937341826, 449.2824778590526]",94.7774080941509
231,"[139.4159286045261, 415.3782248227256]",0,"[46.098694937341826, 449.2824778590526]",99.28546959775714
231,"[65.43032560354905, 435.72375221305214]",0,"[46.098694937341826, 449.2824778590526]",23.61251755654519
231,"[82.89400779362605, 429.1889652642194]",1,"[46.098694937341826, 449.2824778590526]",41.92426858742506
231,"[96.40635088865231, 342.00553254725946]",1,"[46.098694937341826, 449.2824778590526]",118.4871437867623
231,"[162.90336288710907, 355.81462896789145]",0,"[46.098694937341826, 449.2824778590526]",149.59802549230494
231,"[142.99337083607895, 346.0275873804744]",1,"[46.098694937341826, 449.2824778590526]",141.59855446036335
231,"[147.8827881369044, 455.7574957343848]",0,"[46.098694937341826, 449.2824778590526]",101.98984010646899
231,"[81.35730226033922, 273.70174154080235]",1,"[46.098694937341826, 449.2824778590526]",179.08591333886721
231,"[127.81040220510448, 117.16594306686702]",1,"[46.098694937341826, 449.2824778590526]",342.0207534448481
231,"[175.8200368390232, 279.2593433225679]",1,"[46.098694937341826, 449.2824778590526]",213.85858136250812
231,"[128.90190274408832, 454.90539667601]",0,"[46.098694937341826, 449.2824778590526]",82.99390603598155
231,"[136.1295546026172, 508.3115153690103]",0,"[46.098694937341826, 449.2824778590526]",107.6567831649288
231,"[129.09482915360283, 270.2978403416364]",1,"[46.098694937341826, 449.2824778590526]",197.2913043245558
231,"[126.82576314466596, 297.1068982054064]",0,"[46.098694937341826, 449.2824778590526]",172.26220300539865
231,"[43.031246471512894, 447.4433211010918]",1,"[46.098694937341826, 449.2824778590526]",3.5765538820027976
231,"[93.07576989854873, 439.5143662916355]",0,"[46.098694937341826, 449.2824778590526]",47.981887994370965
231,"[154.3962197662492, 436.96105830089135]",1,"[46.098694937341826, 449.2824778590526]",108.99619839240287
231,"[159.40949606494056, 442.82977199544064]",1,"[46.098694937341826, 449.2824778590526]",113.4943834079049
231,"[161.48984106560604, 451.668129000992]",0,"[46.098694937341826, 449.2824778590526]",115.41580453371826
232,"[43.076909583906534, 311.99606627269213]",0,"[46.098694937341826, 449.2824778590526]",137.31966353360255
232,"[89.25589863925269, 460.1865559226773]",0,"[46.098694937341826, 449.2824778590526]",44.51340415858857
232,"[140.7274157282205, 443.9784549049059]",1,"[46.098694937341826, 449.2824778590526]",94.77725179607282
232,"[82.8887790972421, 429.1093105152405]",1,"[46.098694937341826, 449.2824778590526]",41.95791907583111
232,"[139.41790266545894, 415.36830037402194]",0,"[46.098694937341826, 449.2824778590526]",99.29071439711588
232,"[65.46001894537946, 435.8998407513144]",0,"[46.098694937341826, 449.2824778590526]",23.536266554014603
